pcba_sn_old,pcba_sn_new,component_type,specification,quantity,remark,year,shipment_date
,30080410000226,Chip resistors,RES Yageo 1K F 1/10W Standard 0603 Surface Mount,500,,2024,
,30220405000017,Connector,Connector Fengnian EP030-1224-00 17.5A,100,,2024,
,30220405000047,Connector,Connector HP-ATH-255-3-1P 255A,10,,2024,
,30220405000048,Connector,Connector HP-ATH-255-3-3P 255A,10,,2024,
,30080602000013,IGBT module,Infineon IGBT F3L200R12N2H3_B47 1200V 200A Hand-operated,30,,2024,
,20120102100025,Liquid Crystal version DIP,SUN 3KW String Single Phase G04 Liquid Crystal Board V1.0 / Domestic DIP,100,,2024,
,20110102100151,Liquid Crystal version DIP,SUN 8KW SG 02 LP1 Liquid Crystal Plate EU V1.8 DIP,50,,2024,
,20120106100068,Auxiliary board DIP,SUN 80KW Set Three-Phase G03 Capacitor Board V1.1 1000V DIP,10,,2024,
,20120106100214,Auxiliary board DIP,SUN Universal String Single Phase G02 WIFI-CON V1.0 / DIP,20,,2024,
,20120103100141,Control board DIP,SUN 20KW Set Series Three-Phase G05 Control Board (TI) V1.1 1100V PWM DIP,20,,2024,
,20110106100033,Auxiliary board DIP,SUN 5KW SG 04 LP1 Relay Board EU V1.0 DIP,30,,2024,
,20110106100055,Auxiliary board DIP,SUN 5KW SG 04 LP1 Generator Board EU V1.0 DIP,30,,2024,
,20110103100243,Control board DIP,SUN 12KW SG 05 LP3 2 48V Control Board EU V1.2 Trial Production DIP,10,,2024,
,20120103100059,Control board DIP,SUN 110KW Set Series Three-Phase G01 Control Board V1.0 1000V DIP,31,,2024,
,20110106100567,Auxiliary board DIP,SUN 12KW SG 05 LP3 2 48V Relay Board EU V1.1 DIP,10,,2024,
,20110106100104,Auxiliary board DIP,SUN 5KW SG 04 LP1 AC board EU V1.1 DIP,3,,2024,
,20110101100078,Main Board DIP,SUN 12KW SG 04 LP3 2 48V Motherboard EU V1.5 DIP,20,,2024,
,20120101100074,Main Board DIP,SUN 10KW Set Three-Phase G03 Motherboard V1.0 1000V DIP,20,,2024,
,20110101100082,Main Board DIP,SUN 5KW SG 04 LP1 2 48V Motherboard EU V1.3 DIP,60,,2024,
,20110104100122,Driver board DIP,SUN 12KW SG 05 LP3 2 48V Driver Board EU V1.0 DIP,10,,2024,
,20110102100077,Liquid Crystal version DIP,SUN 12KW SG 04 LP3 Liquid Crystal Board (Neutral) / V1.0 Supercapacitor DIP,35,,2024,
,20110102100139,Liquid Crystal version DIP,SUN 8KW SG 02 LP1 Liquid Crystal Plate (Neutral) / V1.0 Supercapacitor DIP,25,,2024,
,30221104001600,Inverter connection cable,Connector cable UL10269 12AWG Black Single strand 6.3mm spring-loaded L=550mm,30,,2024,
,20120106100041,Auxiliary board DIP,SUN 80KW Set Series Three-Phase G03 Connection Board V1.0 1000V DIP,80,,2024,
,20120104100024,Driver board DIP,SUN 80KW Set Series Three-Phase G03 Driver Board V1.1 1000V DIP,60,,2024,
,20120103100112,Control board DIP,SUN 5KW String Single Phase G04 Control Board V1.1 / Domestic Chip DIP,50,,2024,
,20120101100063,Main Board DIP,SUN 15KW Set Three-Phase G05 Motherboard V1.0 1000V DIP,10,,2024,
,30080602000001,IGBT module,IGBT Weike FT12NMA200SH01 1200V 200A Hand-operated,50,,2024,
,20120103100160,Control board DIP,SUN 5KW String Single Phase G05 Control Board V1.3 600V DIP,50,,2024,
,20120103100039,Control board DIP,SUN 50KW Set Series Three-Phase G03 Control Board V1.4 1000V DIP,80,,2024,
,20110101100142,Main Board DIP,SUN 60KW SG 01 HP3 DC Input Board US V1.4 DIP,15,,2024,
,20110103100270,Control board DIP,SUN 5KW SG 03 LP1 Control Board EU V1.6 DIP,20,,2024,
,20120106100063,Auxiliary board DIP,SUN 50KW Set Series Three-Phase / Capacitor Board V1.1 1000V DIP,5,,2024,
,20120103100110,Control board DIP,SUN 100KW Set Series Three-Phase G02 Control Board V1.0 1100V DIP,58,,2024,
,20110106100065,Auxiliary board DIP,SUN 5KW SG 03 LP1 Transformer Board (Non-Crystal) EU V1.0 DIP,5,,2024,
,30220405000009,Connector,Connector DW421M2013 30A,60,,2024,
,30220405000008,Connector,Connector DW421F2013B 30A,60,,2024,
,30220405000005,Connector,Connector Dianwei VP-D4B-CHDM0 30A,10,,2024,
,30220405000004,Connector,Connector Dianwei VP-D4B-CHDF0 30A,10,,2024,
,30320100006486,US standard silicone wire,US Standard Silicone Wire 3512-8AWG-200℃-600V Black,23,,2024,
,30320100006214,US standard silicone wire,US Standard Silicone Wire 3512-8AWG-200℃-600V Red,49,,2024,
,30320100006485,US standard silicone wire,US Standard Silicone Wire 3512-10AWG-200℃-600V Black,23,,2024,
,30320100006213,US standard silicone wire,US Standard Silicone Wire 3512-10AWG-200℃-600V Red,23,,2024,
,30320100000203,DC power adapter,DC power adapter 12V 1A,10,,2024,
,30221104000106,2-core sheathed cable,UL2464 20AWG Black Single Thread XH-2Y-XHL 550mm,160,,2024,
,20110102100025,Liquid Crystal version DIP,SUN 16KW SG 01 LP1 Liquid Crystal Plate V1.5 DIP,10,,2024,
,30320100000553,Accessories,Power supply DCM1000100PV,10,,2024,
,20120101100214,Main Board DIP,SUN 3KW String Single Phase G04 Mainboard V1.5 550V with MOVWithout Fuse DIP,50,,2024,
,20120106100124,Auxiliary board DIP,SUN PID Set Series Three-Phase / 60-110KW / / DIP,26,,2024,
,20120106100202,Auxiliary board DIP,SUN 136KW Set Three-Phase G01 Power Supply Board V1.1 1000V DIP,20,,2024,
,20120106100224,Auxiliary board DIP,SUN Universal Set Series Three-Phase / 485-232-WIFI Board V1.0 1000V Isolated Communication Chip Widened DIP,20,,2024,
,20120106100220,Auxiliary board DIP,SUN 136KW Set Series Three-Phase G01 Current2 V1.0 1000V DIP,20,,2024,
,20120103100043,Control board DIP,SUN 6-10KW Set Series Three-Phase G05 Control Board / 1000V DIP,23,,2024,
,20120106100222,Auxiliary board DIP,SUN 136KW Set Series Three-Phase G01 Current1 V1.0 1000V DIP,20,,2024,
,20120106100066,Auxiliary board DIP,SUN 80KW Set Three-Phase G01 4String-PV Board V1.1 1000V DIP,30,,2024,
,20120101100252,Main Board DIP,SUN 3KW String Single Phase G04 Motherboard V1.6 550V DC and AC MOV Without Fuse-20A DIP,30,,2024,
,20120101100087,Main Board DIP,SUN 80KW Set Three-Phase G03 Motherboard V1.0 1000V DIP,30,,2024,
,20120103100135,Control board DIP,SUN 3-12KW Set Series Three-Phase G06 Control Board (TI)-NO LCD-20A V2.0 1100V DIP,100,,2024,
,20120103100106,Control board DIP,SUN 40KW Set Series Three-Phase G04 Control Board V1.2 1100V PWM DIP,20,,2024,
,20120103100044,Control board DIP,SUN 80KW Set Series Three-Phase G03 Control Board V1.4 1000V DIP,60,,2024,
,20120104100026,Driver board DIP,SUN 60KW Set Series Three-Phase G03 Driver Board V1.0 1000V DIP,10,,2024,
,20120104100036,Driver board DIP,SUN 136KW Set Series Three-Phase G01 boost V1.1 1000V DIP,20,,2024,
,20120104100037,Driver board DIP,SUN 136KW Set Three-Phase G01 INV V1.1 1000V DIP,20,,2024,
,20120104100022,Driver board DIP,SUN 60KW Set Series Three-Phase G02 Driver Board V1.3 1000V DIP,10,,2024,
,20120104100029,Driver board DIP,SUN 100KW Set Series Three-Phase G01 Driver Board Infineon Module V1.0 1100V DIP,20,,2024,
,30081001000073,Fuse,FUSE RS306-01-T5Z-160A1250V-DN 250V 160A Fast-Blow Fuse,20,,2024,
,30081001000060,Fuse,FUSE RS308-HB-4G100A 750V 100A Fast-Blow Assembly,12,,2024,
,10100605000005,BMS Accessory Pack,GB-LM4.0 GB-LM4.0 Neutral,10,,2024,
,10100605000007,BMS Accessory Pack,GB-LB GB-LB Neutral,5,,2024,
,10100605000021,BMS Accessory Pack,SE-G5.3 SE-G5.3 Neutral,30,,2024,
,10100605000015,BMS Accessory Pack,RW-M5.3 RW-M5.3 Neutral,8,,2024,
,10100605000006,BMS Accessory Pack,BOS-GM5.1 BOS-GM5.1 Neutral,20,,2024,
,10100605000009,BMS Accessory Pack,BOS-G-HVB Neutral,10,,2024,
,10100605000003,BMS Accessory Pack,SE-G5.1 Pro SE-G5.1 Pro Neutral,15,,2024,
,10100605000004,BMS Accessory Pack,AI-W5.1 AI-W5.1 Neutral,10,,2024,
,10100605000001,BMS Accessory Pack,RW-M6.1 Neutral,10,,2024,
,30080603000058,MOSFET,MOS Hanxin H1M170F1K0 NMOS 1700V 1Ω 3.6A TO247 (Hand-inserted),10,,2024,
,30080203000019,Toroidal Core,IND Nickel-Zinc 90*65*32 EPN008-V86×28×14-X 800 0.38Tt 20Ω@25Mhz Assembly,10,,2024,
,30080603000063,MOSFET,MOS UnitedSIC UJ3C120070K3S NMOS 1200V 70 25A TO-247 Hand-operated,20,,2024,
,30080603000043,MOSFET,MOS CR Microelectronics CRSQ027N10NZ NMOS 100V 2.6mΩ 27A TO247 Hand-inserted,600,,2024,
,30270109000043,Cable ties (wire ties),"Cable ties 4*300mm, temperature resistant 180℃",10,,2024,
,30090802000009,Eleven-slot Set Assembly,GB/T9074.4-1988 11-way slotted set assembly M 4mm * 10mm galvanized carbon steel,40,,2024,
,30221104001327,Inverter connection cable,Connector cable UL3512 12AWG Red and Black 2P RNB5.5-4 Cold Terminal 30080203000009 Toroidal Core-RNB5.5-4 Cold Terminal - L=60mm+160mm - with markings T-A1 T-A2 T-B1 T-B2,10,,2024,
,30081601000059,thermal pads,HS / 8KW-SG Thermal Pad 280*30mm Assembly,100,,2024,
,30271401000083,Insulating paper,Insulating paper 62*45*0.38 Flame retardant - 5KW - SG03 Die-cast inductor box - V2,100,,2024,
,30081300000044,relay,RY Hongfa HF167F-140 12V DC 57.6Ω 800 150 Manual Plug,125,,2024,
,30081601000080,thermal pads,"HS [Brand] Alumina Ceramic Thermal Pad 22*37*1mm 96%AL2O3 Assembly, Non-porous with rounded corners R2.5",1000,,2024,
,30081601000079,thermal pads,"HS [Brand] Alumina Ceramic Thermal Pad 24*37*1mm 96%AL2O3 Assembly, Non-porous with rounded corners R2.5",100,,2024,
,30081601000077,thermal pads,HS [Brand] Aluminum Nitride Ceramic Thermal Pad 24*37*1 ALN (Aluminum Nitride Assembly),100,,2024,
,30081601000073,thermal pads,HS [Brand] Aluminum Nitride Ceramic Thermal Pad 22*37*1 ALN (Aluminum Nitride Assembly),100,,2024,
,30081601000074,thermal pads,HS / Alumina Ceramic Thermal Pads 24*36*1 96%AL2O3 Assembly,100,,2024,
,30081601000050,thermal pads,HS alumina ceramic sheet thermal pad 20*35*1 96%AL2O3,100,,2024,
,30081601000034,thermal pads,HS Bergs K10 Silicone Cloth Thermal Pad 0.152*243*30 Double-sided Adhesive,100,,2024,
,30081601000043,thermal pads,HS alumina ceramic sheet thermal pad 20*30*1 96%AL2O3,100,,2024,
,30081601000068,thermal pads,HS / Alumina Ceramic Thermal Pad 21.8*30*1 96%AL2O3 Assembly,100,,2024,
,30081601000040,thermal pads,HS alumina ceramic sheet thermal pad 22*35*1 96%AL2O3,100,,2024,
,30081601000066,thermal pads,"HS / 96%AL2O3 Thermal Pad 30*19*1 Assembly, Center Hole Diameter 4.2mm",300,,2024,
,30081601000085,thermal pads,HS [Brand] Bergs K10 Thermal Pad 0.152*62*30 Silicone Cloth Assembly Hole,500,,2024,
,30081601000070,thermal pads,HS Bergs K10 Silicone Cloth Thermal Pad 0.152*68*30 Assembly with Holes,500,,2024,
,30221801000011,Waterproof fan,Waterproof Fan NMB (Minebea) G-08025VE-12P-GLD-1 IP68-0.68A-with JST Waterproof Connector-L=230 12V 0.68A,20,,2024,
,30081601000045,thermal pads,HS alumina ceramic sheet thermal pad 37*26*1 96%AL2O3,1000,,2024,
,30081601000063,thermal pads,HS / 8-12KW-SG04 Thermal Pad 22*35mm*1mm Assembly ALN Aluminum Nitride,1000,,2024,
,30081601000062,thermal pads,HS / 8-12KW-SG04 Thermal Pad 20*35mm*1mm Assembly ALN Aluminum Nitride,1000,,2024,
,30080601000047,IGBT,New Clean Energy NCE40TD120VTP 1200V 40A TO247 Hand-operated,2530,,2024,
,30220405000036,Connector,Connector Dianwei VPAC06EW-3P(SC) 30A,50,,2024,
,30080601000039,IGBT,GBT Magnetics MBQ40T65QE 650V 40A TO247 Hand-operated,2530,,2024,
,30080601000050,IGBT,IGBT Magnetics MBQ60T65PES 650V 60A TO247 hand plug,2300,,2024,
,30271401000030,NOMEX Insulating Paper,"Insulating paper, 106*83mm*0.13mm, flame retardant.",50,,2024,
,30271401000009,NOMEX Insulating Paper,"Insulating paper, 127*120mm*0.13mm, flame retardant.",50,,2024,
,30081001000065,Fuse,FUSE RS309-MM-100A 1000V 100A Fast-Blow Fuse Assembly,50,,2024,
,30221801000023,fan,Fan NMB 08025SA-12R-ET 12V 0.5A L=390mm,30,,2024,
,30220502000017,DC switch,"Pushbutton switch, People's Electric Appliances GHX5-32P/4P 1000-32",20,,2024,
,30220521000025,air switch,"Air circuit breaker, Benyi Electric BYSS.1-32/T-3P",20,,2024,
,30080612000001,silicon carbide diode,DIODE Fairchild [trr] FFSH20120ADN_F155 1200V 20A TO247 Hand-mounted,200,,2024,
,30221602000037,Temperature sensor,Temperature sensor 100K-3950-200mm-glass fiber tube,30,,2024,
,20120106100200,Auxiliary board DIP,SUN 136KW Set Series Three-Phase G01 PV Board V1.1 1000V DIP,20,,2024,
,20120103100068,Control board DIP,SUN 136KW Set Series Three-Phase G01 Control Board V1.0 1000V DIP,31,,2024,
,20120103100060,Control board DIP,SUN 33KW Set Series Three-Phase G03 Control Board V1.0 1000V DIP,21,,2024,
,20120103100096,Control board DIP,SUN 3-12KW Set Series Three-Phase G06 Control Board (Advchip) - NO LCD 13A V1.0 1000V DIP,81,,2024,
,20120103100038,Control board DIP,SUN 3KW String Single Phase G04 Control Board V1.0 / Domestic Chip DIP,101,,2024,
,20120103100040,Control board DIP,SUN 5KW String Single Phase G04 Control Board V1.0 / Domestic Chip DIP,51,,2024,
,20120103100001,Control board DIP,SUN 5KW String Single Phase G03 Control Board V2.6 5000G DIP,11,,2024,
,20120103100097,Control board DIP,SUN 3-12KW Set Three-Phase G06 Control Board (Advchip) - NO LCD 20A V1.0 1000V DIP,30,,2024,
,20120103100036,Control board DIP,SUN 25KW Set Series Three-Phase G03 Control Board V1.0 1000V DIP,21,,2024,
,20120103100052,Control board DIP,SUN 15KW Set Series Three-Phase G05 Control Board (TI) V1.0 1000V DIP,51,,2024,
,20120103100033,Control board DIP,SUN 100KW Set Series Three-Phase G01 Control Board V1.1 1000V DIP,38,,2024,
,20110103100046,Control board DIP,SUN 5KW SG 04 LP1 Control Board EU V1.1 DIP,40,,2024,
,20120103100088,Control board DIP,SUN 110KW Set Series Three-Phase G01 Control Board V1.1 1100V DIP,51,,2024,
,20120103100006,Control board DIP,SUN 33KW Set Series Three-Phase Control Board V1.4 1000V DIP,11,,2024,
,20110103100144,Control board DIP,SUN 12KW SG 04 LP3 2 48V Control Board (EMC) EU V1.6 DIP,40,,2024,
,20110103100170,Control board DIP,SUN 6KW SG 04 LP1 Control Board EU V1.1B,30,,2024,
,20110103100200,Control board DIP,SUN 50KW SG 01 HP3 Control Board (Aftermarket Dedicated) EU V1.3 DIP,35,,2024,
,20110103100071,Control board DIP,SUN 8KW SG 05 LP1 Control Board EU V1.3 DIP,20,,2024,
,20110103100049,Control board DIP,SUN 3KW SG 04 LP1 1 48V Control Board EU V1.1 DIP,30,,2024,
,20110103100050,Control board DIP,SUN 3.6KW SG 04 LP1 2 48V Control Board EU V1.1 DIP,20,,2024,
,20110103100047,Control board DIP,SUN 3KW SG 04 LP1 1 24V Control Board EU V1.1 DIP,30,,2024,
,20120106100075,Auxiliary board DIP,SUN / Set Series Three-Phase G02 PV Board V1.3 1000V DIP,15,,2024,
,20120106100095,Auxiliary board DIP,SUN 33KW Set Series Three-Phase G03 AC Connect V1.2 1000V DIP,20,,2024,
,20110106100108,Auxiliary board DIP,SUN 8KW SG 05 LP1 Generator Board EU V1.0 DIP,10,,2024,
,20110106100067,Auxiliary board DIP,SUN 5KW SG 03 LP1 Replacement Board EU V1.2 DIP,10,,2024,
,20120102100019,Liquid Crystal version DIP,SUN LCD - Dual Communication Port Set Serial Three-Phase G03 Liquid Crystal Board V1.0 / DIP,45,,2024,
,20110106100300,Auxiliary board DIP,SUN 8KW SG 05 LP1 Relay Board - MSUS EU V1.0 DIP,20,,2024,
,20120106100074,Auxiliary board DIP,SUN / Set Three-Phase / WIFI Board Plug / 1000V DIP,30,,2024,
,20120106100084,Auxiliary board DIP,SUN 15KW Set Three-Phase G01 Capacitor Board V1.0 1000V DIP,15,,2024,
,20110106100060,Auxiliary board DIP,SUN 12KW SG 04 LP3 PV board EU V1.0 DIP,10,,2024,
,20120101100084,Main Board DIP,SUN 50KW Set Three-Phase G02 Motherboard V1.3 1000V DIP,30,,2024,
,20120106100125,Auxiliary board DIP,SUN 60-110KW Set Series Three-Phase / PID-DRIVE V1.0 / DIP,20,,2024,
,20120106100137,Auxiliary board DIP,SUN 100KW Set Three-Phase G01 Capacitor Board V1.1 1100V DIP,20,,2024,
,20120106100201,Auxiliary board DIP,SUN 136KW Set Three-Phase G01 Isolated Fan Board V1.0 1000V DIP,20,,2024,
,20110106100059,Auxiliary board DIP,SUN 12KW SG 04 LP3 EMC small board EU V1.1 DIP,18,,2024,
,20120106100105,Auxiliary board DIP,SUN 136KW Set Three-Phase G01 output1 V1.0 1000V DIP,20,,2024,
,20110106100389,Auxiliary board DIP,SUN 5KW SG 03 LP1 Relay Board EU V1.7 DIP,10,,2024,
,20120106100107,Auxiliary board DIP,SUN 136KW Set Three-Phase G01 Capacitor Board V1.0 1000V DIP,20,,2024,
,20120106100196,Auxiliary board DIP,SUN 136KW Set Three-Phase G01 OUTPUT2 V1.1 1100V DIP,20,,2024,
,20110106100057,Auxiliary board DIP,SUN 12KW SG 04 LP3 Capacitor Board EU V1.0 DIP,10,,2024,
,20110106100362,Auxiliary board DIP,SUN 5KW SG 04 LP1 AC board EU V1.2 DIP,37,,2024,
,20110106100451,Auxiliary board DIP,SUN 50KW SG 01 HP3 AC Output Board EU V1.5 DIP,30,,2024,
,20110106100115,Auxiliary board DIP,SUN 12KW SG 04 LP3 2 48V PV board EU V1.1 DIP,10,,2024,
,20120104100019,Driver board DIP,SUN 75KW Set Series Three-Phase G01 Driver Board V1.0 1000V DIP,3,,2024,
,20120101100163,Main Board DIP,SUN 3KW String Single Phase G04 Mainboard V1.4 500V with MOVWithout Fuse DIP,200,,2024,
,20110101100182,Main Board DIP,SUN 5KW SG 03 LP1 2 48V Motherboard Motherboard V2.2 DIP,10,,2024,
,20110101100033,Main Board DIP,SUN 12KW SG 04 LP3 2 48V Motherboard EU V1.2 DIP,10,,2024,
,20120101100029,Main Board DIP,SUN 6KW Set Three-Phase G03 Motherboard 1000V DIP,50,,2024,
,20120101100172,Main Board DIP,SUN 100KW Set Series Three-Phase G01 AC Output Board V1.3 1000V DIP,37,,2024,
,20110104100066,Driver board DIP,SUN 50KW SG 01 HP3 Power Board (ES5) EU V1.4 DIP,20,,2024,
,30320100000189,Accessories,thermal imager,1,,2024,
,20120106100055,Auxiliary board DIP,SUN 100KW Set Three-Phase G01 Bottom Power Board V1.0 1000V DIP,60,,2024,
,20110106100413,Auxiliary board DIP,SUN 12KW SG 04 LP3 Relay Board (EMC) EU V1.4 DIP,50,,2024,
,20120106100062,Auxiliary board DIP,SUN 50KW Set Three-Phase G03 Capacitor Board V1.0 1000V DIP,20,,2024,
,20120106100213,Auxiliary board DIP,SUN 5KW String Single Phase G05 Capacitor Board V1.1 / DIP,40,,2024,
,20120106100054,Auxiliary board DIP,SUN 100KW Set Series Three-Phase G01 PV Board V1.1 1000V DIP,54,,2024,
,20120101100259,Main Board DIP,SUN 5KW String Single Phase G05 Motherboard V2.1 550V with Fuse DIP,50,,2024,
,20120104100028,Driver board DIP,SUN 100KW Set Series Three-Phase G01 Driver Board V1.0 1100V DIP,27,,2024,
,20110101100044,Main Board DIP,SUN 3KW SG 04 LP1 1 24V Motherboard EU V1.1 DIP,30,,2024,
,20120106100126,Auxiliary board DIP,SUN 100KW Set Three-Phase G01 Power Supply Board V1.3 1000V DIP,55,,2024,
,20120106100010,Auxiliary board DIP,SUN 33KW Set Series Three-Phase G02 PV Board V1.0 1000V DIP,30,,2024,
,20120101100086,Main Board DIP,SUN 60KW Set Three-Phase / Motherboard V1.2 1000V DIP,30,,2024,
,20120101100192,Main Board DIP,SUN 3KW String Single Phase G04 Mainboard V1.5 550V MOV DIP,120,,2024,
,20120104100021,Driver board DIP,SUN 50KW Set Three-Phase G03 Driver Board - 4MPPT V1.4 1000V DIP,65,,2024,
,20120101100208,Main Board DIP,SUN 5KW String Single Phase G04 Mainboard V1.4 500V Without Fuse DIP,180,,2024,
,20120106100071,Auxiliary board DIP,SUN / Set Series Three-Phase / WIFI Board - Dual Isolation Communication / 1000V DIP,143,,2024,
,20120103100120,Control board DIP,SUN 3KW String Single Phase G04 Control Board V1.0 / 20A DIP,100,,2024,
,20120103100136,Control board DIP,SUN 5KW String Single Phase G05 Control Board V1.1 / 18A DIP,100,,2024,
,20120106100057,Auxiliary board DIP,SUN 33KW Set Three-Phase G02 Power Supply Board V1.1 1000V DIP,35,,2024,
,20120101100149,Main Board DIP,SUN 15KW Set Three-Phase G05 Mainboard V1.0 1000V Indian Customer DIP,30,,2024,
,20120101100174,Main Board DIP,SUN 3-10KW Set Three-Phase G06 Mainboard-13A India V1.3 1000V DIP,80,,2024,
,20120106100061,Auxiliary board DIP,SUN 50KW Set Series Three-Phase G02 PV Board-4MPPT V1.0 1000V DIP,20,,2024,
,20120101100078,Main Board DIP,SUN 20-25KW Set Three-Phase G03 Motherboard V1.0 1000V DIP,50,,2024,
,20120101100144,Main Board DIP,SUN 10KW Set Three-Phase G05 Mainboard V1.0 1000V 20A DIP for Indian Customer,50,,2024,
,20120101100073,Main Board DIP,SUN 100KW Set Series Three-Phase G01 AC Output Board V1.2 1000V DIP,86,,2024,
,30080410000236,Chip resistors,RES Yageo 10K F 1/10W Standard 0603 Surface Mount,2000,,2024,
,30080514000024,driver chip,"Lite-On LTV-6341P IC, 30V 3A SO6, surface mount.",2800,自提,2024,
,30080612000041,silicon carbide diode,DIODE 1V1D06020T2 650V 20A TO-247-2 Hand-operated,620,,2024,
,30080603000131,MOSFET,MOSFET ZNMOS IV2Q06060T4Z 650V 60mΩ 43A TO-247-4 (Hand-inserted),2040,,2024,
,30080302000019,Thin film capacitors,CAP farad C3D3A805+B02 8uF Voltage 1000V K Thin film P27.5 Hand-held,50,,2024,
,30080512000021,Logic chip,IC CR Silicon Technology ULN2003CB SOP16 Surface Mount,600,,2024,
,30080601000024,IGBT,Infineon IGBT IKQ40N120CH3 1200V 40A TO247 Hand-operated,300,,2024,
,30080616000012,rectifier diode,DIODE Vishay EPX3007L 650V 30A TO-247 Hand-operated,200,,2024,
,30080612000011,silicon carbide diode,DIODE Xiamen Sanan DS120040G2 1200V 40A TO247 Hand-operated,400,,2024,
,30080301000034,Safety capacitors,CAP EPCOS X2 105 Voltage 305V M Thin Film P22.5 Hand Insert,50,,2024,
,30080301000032,Safety capacitors,CAP EPCOS X2 475 Voltage 305V M Thin Film P27.5 Hand Insert,50,,2024,
,30081101000007,Current transformer,CT XiCi STK-20HD/P2 Hand Insertion,1900,,2024,
,30080111000010,Current sensor,SEN XiCi STK-32PL/A Current 32A Sensitivity 25mV/A Hand-operated,650,,2024,
,30080410000304,Chip resistors,RES Yageo AF0805 1K F 1/8W Standard 0805 Surface Mount,300,,2024,
,30080410000299,Chip resistors,RES Yageo AF0805 10K F 1/8W Standard 0805 Surface Mount,1300,,2024,
,30080410000312,Chip resistors,RES Yageo AF1206 10Ω F 1/4W Standard 1206 Surface Mount,1300,,2024,
,30080410000285,Chip resistors,RES Yageo 20Ω F 1/8W Standard 0805 Surface Mount,150,,2024,
,30080410000357,Chip resistors,RES Yageo RC1210 5.1Ω F 1/2W Standard 1210 Surface Mount,1800,,2024,
,30080410000209,Chip resistors,RES Yageo 30Ω F 1/4W Standard 1206 Surface Mount,800,,2024,
,30080514000016,driver chip,Toshiba TLP152 SOP5 IC Surface Mount,3300,,2024,
,30080605000021,triode,Q DIODES FMMT718 PNP 20V 1.5A SOT-23 Surface Mount,3000,,2024,
,30080506000055,power chip,"Infineon ICE3BR2280JZ IC, 800V isolated, 65kHz, 43W, DIP7, manual insertion.",700,,2024,
,30080304000088,Electrolytic capacitors,CAP Nichicon CD-390uF-550V-Horn-35*60-P10-LGX2L391MELASH 390UF Voltage 550V M Electrolytic D35*H60-P10 Hand-inserted,400,,2024,
,30081001000027,Fuse,FUSE Littelfuse 0498150.M-CN-150A-32V Bolt Fuse 32VV 150VA Slow-Blow 41*10mm Assembly,100,,2024,
,30080304000137,Electrolytic capacitors,CAP Aiwa EHS2JS151M60OT 150uF 550V M PET Φ 18 × 60 5000H at 105℃ Hand-inserted,400,,2024,
,30080304000077,Electrolytic capacitors,CAP Nichicon LGX2H391MELC50 390uF Voltage 500V M AEC 35*50-P10 5000H at 105℃ Manual Insertion,500,,2024,
,30081300000032,relay,RY Hongfa HF161F-W 12V DC 103Ω 277 33mm Hand-plug,250,,2024,
,30221801000004,Waterproof fan,Waterproof fan NMB 09225VE12QCTYY 12V 0.92A with JST waterproof connector - L=420mm,50,,2024,
,20120104100020,Driver board DIP,SUN 100KW Set Series Three-Phase G01 Driver Board V1.0 1000V DIP,60,,2024,
,30080203000021,Toroidal Core,IND Nanocrystalline 64*40*20 ES5618 90000 cm Assembly,150,,2024,
,10010202001778,Three-phase Set-string inverter,"SUN 100KW G02 P3 MPPT6 H 1100V Circuit Breaker, WiFi RS485 Meter, India Festa",10,,2023,
,10010202001480,Three-phase Set-string inverter,"SUN 110KW G02 P3 MPPT6 H 1000V Circuit Breaker, WiFi RS485 Meter, India Festa",50,,2023,
,20120101100149,Main Board DIP,SUN 15KW Set Three-Phase G05 Mainboard V1.0 1000V Indian Customer DIP,10,,2023,
,20120104100029,Driver board DIP,SUN 100KW Set Series Three-Phase G01 Driver Board Infineon Module V1.0 1100V DIP,20,,2023,
,30220405000007,Connector,Connector Dianwei VP-D4B-PHDM0 30A,100,,2023,
,30220405000006,Connector,Connector Dianwei VP-D4B-PHDF0 30A,100,,2023,
,30081601000085,thermal pads,HS [Brand] Bergs K10 Thermal Pad 0.152*62*30 Silicone Cloth Assembly Hole,200,,2023,
,30081601000083,thermal pads,"HS [Brand] Thermal Pad, 0.152*119*30 mm, with holes, Assembly, Bergers K10",200,,2023,
,30081601000069,thermal pads,HS Bergs K10 Silicone Cloth Thermal Pad 0.152*131*30 Assembly with Holes,200,,2023,
,30081601000071,thermal pads,HS Bergs K10 Silicone Cloth Thermal Pad 0.152*125*30 Assembly with Holes,200,,2023,
,30081601000070,thermal pads,HS Bergs K10 Silicone Cloth Thermal Pad 0.152*68*30 Assembly with Holes,300,,2023,
,30081601000045,thermal pads,HS alumina ceramic sheet thermal pad 37*26*1 96%AL2O3,200,,2023,
,30220405000049,Connector,Connector VPAC07EW18-5S 33A,100,,2023,
,30080506000035,power chip,IC ST L7815CV 35Vin ADJout 1.5Aout LDO TO220 Hand-mounted,100,,2023,
,30080506000039,power chip,IC ON Semiconductor MC7912BTG -35Vin -12Vin 1Aout LDO TO220 Hand-mounted,100,,2023,
,30080506000062,power chip,IC ON MC7812CDTRKG 12V TO252 Surface Mount,100,,2023,
,30080616000008,rectifier diode,DIODE Vickers E5PH6012L 1200V 60A TO247 Hand-operated,100,,2023,
,30080616000012,rectifier diode,DIODE Vishay EPX3007L 650V 30A TO-247 Hand-operated,100,,2023,
